rečník;14.2;hlásateľ,debatér,hovorca
obrad;12.552631578947368;ceremónia,liturgia,omša,pohreb
novela;10.38888888888889;fikcia,kniha,príbeh,román
dobytok;7.351851851851852;krava,býk,vôl,hovädzie
húsenica;5.357142857142857;larva,hmyz,motýľ
loď;5.87037037037037;plavidlo,bárka,čln,kajak,ponorka
sekta;11.981481481481481;náboženstvo,kult,rád
tabak;14.051282051282051;cigareta,droga,fajčenie,cigára
šáľ;5.796296296296297;oblečenie,šatka,krk
otrok;7.87037037037037;sluha,služobník,vlastníctvo,nevoľník
slimák;5.357142857142857;gastropod,skrupina,sliz
had;6.4;užovka,pytón,plaz,zmija
ohováranie;12.285714285714286;znevažovanie,pošpinenie,osočovanie,ocierňovanie
hmla;10.435483870967742;ráno,oblak
občerstvenie;10.12962962962963;jedlo,pamlsok,olovrant,desiata
soup;4.160714285714286;vývar,bujón,jedlo,boršč
slanina;7.314814814814815;prasa,bravčové,mäso
hra;4.214285714285714;zábava,stolová,spoločenská,kartová
sval;6.885245901639344;teľo,mäso,cvičenie,tensor
pavúk;5.314814814814815;sieť,tarantula,tkáč
šport;5.892857142857143;atletika,gymnastika,cvičenie,preteky
mesto;5.615384615384615;magistrát,centrum,miesto
štart;5.131147540983607;začiatok,nástup,otvorenie,úsvit
kameň;4.6415094339622645;balvan,skala,žula
hviezda;5.555555555555555;nebeské_teleso,slnko,žiara
palica;11.11320754716981;papek,tyč,konár
tím;9.407407407407407;jednotka,spolok,družina,partia
čaj;6.8;nápoj,pohár,teplý,bylinky
časovať;11.60377358490566;hodiny,hodinky,čas,limit,stopky
sveter;4.982142857142857;oblečenie,pulóver,vlnený
jastrab;8.60377358490566;vták,lovec,rýchly,operenec
pierko;7.26;vtáčie,pero,ľahké
farba;6.105263157894737;náter,štetec,sprej
poryv;8.351851851851851;vietor,závan,prievan
hlasovať;13.371428571428572;voľba,voľby,výber,referendum
voda;3.574074074074074;tekutina,číra,more,rieka,jazero,nápoj
plachta;9.283018867924529;plachetnica,látka,vietor,loď
koleso;5.053571428571429;stroj,bicykel,auto,kruh
vlk;5.678571428571429;cicavec,dravec,šelma
oblak;5.2592592592592595;voda,obloha,dážď,búrka
rana;6.982456140350878;zranenie,odrenie,porezanie,zlomenina
slovo;4.811320754716981;jazyk,hovorenie,komunikácia,veta
červ;5.684210526315789;bezstavovec,dážďovka,pásomnica
klobása;4.912280701754386;mäaso,saláma,párok,chorizo
les;6.6415094339622645;vegetácia,strom,porast,prales
zášť;11.49056603773585;nepriateľstvo,závisť,mrzutosť,nenávisť
semeno;6.983870967741935;ovocie,rastlina,orech,žaľuď,slnečnica
morálnosť;10.702127659574469;svedomie,zásadovosť
mydlo;3.52;čistota,umývanie,kúpeľňa,šampón
pacient;5.981132075471698;chorý,liečený,choroba
soľ;12.547619047619047;chemikália,korenie,príchuť,jedľo
huba;8.169811320754716;fungus,jedľo,porast
sviňa;6.2;párnokopytník,kanec,prasnica,diviak
